"FMP_AREA","GEAR","SECTOR","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rock Sole","2003",22,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Rockfish","2003",10957,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Other Groundfish","2003",54,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Pacific Cod","2003",199,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Pollock","2003",124,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rex Sole","2003",68,"5-10%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rock Sole","2003",20008,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rock Sole","2003",490,"1-5%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Rockfish","2003",229,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Rockfish","2003",13117,"<1%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Pacific Cod","2003",107186,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Pacific Cod","2003",632,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Flatfish","2003",6,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Flathead Sole","2003",83,"0%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Vessels","Pacific Cod","Other Groundfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Hook and Line","Catcher Processors","Pacific Cod","Other Groundfish","2003",7490,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Turbot","2003",16,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Yellowfin Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","All Groundfish","2003",18284,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","All Groundfish","2003",1554,"<1%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Rockfish","2003",1,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","All Target Species","Sablefish","2003",671,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Arrowtooth","2003",962,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Atka Mackerel","2003",21,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Other Flatfish","2003",230,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Flathead Sole","2003",113,"0%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Vessels","All Target Species","Pollock","2003",804409,"<1%"
"Bering Sea and Aleutian Islands","All Gear","Catcher Processors","All Target Species","Pollock","2003",670796,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","All Target Species","Yellowfin Sole","2003",103,"10-25%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pacific Cod","2003",3046,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pacific Cod","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Flathead Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Flathead Sole","2003",2099,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Other Groundfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Groundfish","2003",715,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Yellowfin Sole","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Yellowfin Sole","2003",306,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","All Groundfish","2003",4198,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","All Groundfish","2003",11021,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Groundfish","2003",240,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rockfish","2003",81,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rockfish","2003",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Sablefish","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Sablefish","2003",15,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Turbot","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Turbot","2003",37,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Atka Mackerel","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Other Flatfish","2003",90,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Flathead Sole","2003",451,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Rock Sole","2003",16,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Rock Sole","2003",1352,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","All Groundfish","2003",24330,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","All Groundfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Arrowtooth","2003",73,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Atka Mackerel","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Other Flatfish","2003",478,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Turbot","2003",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Turbot","2003",26,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Yellowfin Sole","2003",43,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Yellowfin Sole","2003",29,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Turbot","2003",206,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Yellowfin Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","All Groundfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","All Groundfish","2003",80546,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Arrowtooth","2003",315,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Arrowtooth","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Pollock","2003",956,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Pollock","2003",1957,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Sablefish","2003",6,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Sablefish","2003",8,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Groundfish","2003",5,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Pacific Cod","2003",14,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Pollock","2003",21,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Rock Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Rockfish","2003",30,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Sablefish","2003",26,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Pacific Cod","2003",19380,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Pacific Cod","2003",39963,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rex Sole","2003",68,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rock Sole","2003",436,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rock Sole","2003",429,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","All Groundfish","2003",472,"5-10%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Arrowtooth","2003",106,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Other Flatfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Turbot","Flathead Sole","2003",64,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Flathead Sole","2003",16,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Flathead Sole","2003",550,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Other Groundfish","2003",322,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pacific Cod","Other Groundfish","2003",102,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Pelagic","Rockfish","2003",189,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Pelagic","Rockfish","2003",127,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pacific Cod","Atka Mackerel","2003",1371,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Turbot","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Turbot","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Other Groundfish","2003",7,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Pacific Cod","2003",268,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Flathead Sole","2003",43,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Other Groundfish","2003",16,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Pacific Cod","2003",113,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Yellowfin Sole","2003",60,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Yellowfin Sole","2003",0,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rockfish","2003",157,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Rockfish","2003",33,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Flathead Sole","2003",11,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Arrowtooth","2003",183,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Atka Mackerel","2003",32,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","Other Flatfish","2003",320,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Sablefish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Sablefish","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Pollock","2003",10240,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Pollock","2003",3871,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Arrowtooth","2003",110,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Atka Mackerel","2003",603,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","Other Flatfish","2003",9,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Other Flatfish","All Groundfish","2003",838,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Rock Sole","2003",31,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Rock Sole","2003",45,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Turbot","2003",64,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Yellowfin Sole","2003",2135,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Groundfish","2003",28,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Groundfish","2003",124,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Yellowfin Sole","2003",5080,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rockfish","All Groundfish","2003",12636,"<1%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Pacific Cod","2003",154,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Pacific Cod","2003",42,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Flathead Sole","2003",40,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Flathead Sole","2003",68,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Rock Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Rock Sole","2003",12782,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Rockfish","2003",1,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Sablefish","2003",2,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Turbot","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Turbot","2003",3,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Yellowfin Sole","2003",61073,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Yellowfin Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Rock Sole","Pollock","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Rock Sole","Pollock","2003",2564,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Rock Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rock Sole","2003",4533,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Rockfish","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rex Sole","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rock Sole","2003",747,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Rockfish","2003",37,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Flathead Sole","Sablefish","2003",2,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Other Flatfish","2003",3,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Other Flatfish","2003",14,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pacific Cod","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pacific Cod","2003",4372,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Yellowfin","Pollock","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Yellowfin","Pollock","2003",6959,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Arrowtooth","2003",14,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Arrowtooth","2003",13,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Pollock, Bottom","Atka Mackerel","2003",-9999,"100%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Vessels","Pollock, Bottom","Atka Mackerel","2003",278,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Arrowtooth","Yellowfin Sole","2004",4,"0%"
"Bering Sea and Aleutian Islands","Trawl","Catcher Processors","Atka Mackerel","All Groundfish","2004",51164,"<1%"
