"FMP_AREA","GEAR","SUBAREA","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2005",1714193,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2005",80693,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2005",80693,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2005",42017,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2005",902,"5-10%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2005",541101,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2005",541101,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2005",21740963,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2005",21737933,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2005",12645742,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2005",12642848,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2005",8380180,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2005",8380044,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2005",41115,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2005",41115,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2005",41115,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2005",562,"10-25%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2005",599772,"0%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2005",599772,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2005",465925,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2005",465925,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2005",133848,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2005",562,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2005",-9999,"100%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2005",463436,"5-10%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2005",24867,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2005",133848,"0%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2005",71155852,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2005",67661577,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2005",3494275,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2005",438568,"10-25%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2005",437176,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2005",23483,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2005",413693,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2005",24933,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2005",30970632,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2005",27738089,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2005",3232542,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2005",9230532,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2005",8968800,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2005",58,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2005",24875,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2005",538616,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2005",538616,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2005",261732,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2005",1997735,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2005",1997735,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2005",413918,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2005",413918,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2005",124698,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2005",124698,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2005",1976923,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2005",1976923,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2005",20813,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2005",995977,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2005",3370,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2005",992607,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2005",873333,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2005",20813,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2005",3370,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2005",869964,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2005",122643,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2005",122643,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2005",787944,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2005",174218,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2005",561161,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2005",664977,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pollock","2006",20877529,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Groundfish","2006",597444,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2006",715487,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2006",1226256,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2006",461694,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2006",703602,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2006",154357,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2006",129947,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2006",7360,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2006",2355114,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2006",1927757,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2006",427357,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2006",693721,"<1%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2006",162067370,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2006",90834401,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2006",50712501,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2006",82729253,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2006",37331928,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2006",380543,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2006",313179,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2006",375719,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2006",302779,"0%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2006",34677098,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2006",38915660,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2006",15054243,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2006",14061176,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2006",72940,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2006",39739458,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2006",9770812,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2006",20441390,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2006",9527255,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2006",3204300,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2006",92462,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2006",3111839,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2006",2864573,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2006",23073215,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2006",6975354,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2006",10658198,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2006",5439663,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2006",16599880,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2006",22580,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2006",2841993,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Arrowtooth Flounder","2006",337473,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Arrowtooth Flounder","2006",68499,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth Flounder","2006",268974,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Cod","2006",2729095,"0%"
"Gulf of Alaska","Pot","Western Gulf","Pacific Cod","2006",9783192,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Cod","2006",4087593,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Ocean Perch","2006",4394529,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Atka Mackerel","2006",128012,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Atka Mackerel","2006",128012,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Atka Mackerel","2006",39569,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Atka Mackerel","2006",39569,"0%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Ocean Perch","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Ocean Perch","2006",4394529,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Ocean Perch","2006",2627965,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Ocean Perch","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Ocean Perch","2006",2627965,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Atka Mackerel","2006",88443,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","2006",88443,"0%"
"Gulf of Alaska","All Gear","All Subareas","Deep-Water Flatfish (GOA)","2006",87541,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Deep-Water Flatfish (GOA)","2006",368,"10-25%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Ocean Perch","2006",1331380,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Pacific Ocean Perch","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Pacific Ocean Perch","2006",1331380,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock","2006",20861433,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pollock","2006",12671383,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pollock","2006",12656478,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pollock","2006",7298295,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Pollock","2006",7297104,"0%"
"Gulf of Alaska","Trawl","All Subareas","Deep-Water Flatfish (GOA)","2006",87173,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Deep-Water Flatfish (GOA)","2006",86784,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Deep-Water Flatfish (GOA)","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Deep-Water Flatfish (GOA)","2006",86784,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Deep-Water Flatfish (GOA)","2006",757,"0%"
"Gulf of Alaska","All Gear","All Subareas","Rex Sole (GOA)","2006",1090274,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Rex Sole (GOA)","2006",1090274,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Rex Sole (GOA)","2006",988961,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Rex Sole (GOA)","2006",988961,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Rex Sole (GOA)","2006",101313,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Deep-Water Flatfish (GOA)","2006",368,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Deep-Water Flatfish (GOA)","2006",389,"0%"
"Gulf of Alaska","All Gear","All Subareas","Dusky Rockfish","2006",792020,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Dusky Rockfish","2006",16262,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Rex Sole (GOA)","2006",101313,"0%"
"Gulf of Alaska","All Gear","All Subareas","Sablefish","2006",82171842,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Sablefish","2006",78411886,"0%"
"Gulf of Alaska","Trawl","All Subareas","Sablefish","2006",3759956,"0%"
"Gulf of Alaska","Trawl","All Subareas","Dusky Rockfish","2006",775758,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Dusky Rockfish","2006",563830,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Dusky Rockfish","2006",6659,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Dusky Rockfish","2006",557170,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Dusky Rockfish","2006",168563,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Sablefish","2006",32475019,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Sablefish","2006",29471261,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Sablefish","2006",3003758,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Sablefish","2006",12041896,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Sablefish","2006",11810724,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Dusky Rockfish","2006",9258,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Dusky Rockfish","2006",159304,"0%"
"Gulf of Alaska","All Gear","All Subareas","Flathead Sole","2006",886494,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Flathead Sole","2006",886494,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Sablefish","2006",231172,"0%"
"Gulf of Alaska","All Gear","All Subareas","Shallow-Water Flatfish (GOA)","2006",3387165,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Shallow-Water Flatfish (GOA)","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Shallow-Water Flatfish (GOA)","2006",3387165,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Flathead Sole","2006",791830,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Flathead Sole","2006",791830,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Flathead Sole","2006",94417,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flathead Sole","2006",94417,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Shallow-Water Flatfish (GOA)","2006",3366370,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Shallow-Water Flatfish (GOA)","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Shallow-Water Flatfish (GOA)","2006",3366370,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Shallow-Water Flatfish (GOA)","2006",20794,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Northern Rockfish","2006",1562151,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Northern Rockfish","2006",2381,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Northern Rockfish","2006",1559770,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","Northern Rockfish","2006",1259777,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","Shallow-Water Flatfish (GOA)","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Shallow-Water Flatfish (GOA)","2006",20794,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Northern Rockfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Central Gulf","Northern Rockfish","2006",1259777,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Northern Rockfish","2006",302375,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Northern Rockfish","2006",2381,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Northern Rockfish","2006",299993,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Groundfish","2006",1390940,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Groundfish","2007",782251,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Groundfish","2007",1281330,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Groundfish","2007",394286,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Groundfish","2007",734682,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Groundfish","2007",144328,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Groundfish","2007",64764,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Groundfish","2007",38410,"0%"
"Gulf of Alaska","All Gear","All Subareas","Other Rockfish","2007",2413706,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Other Rockfish","2007",1916586,"0%"
"Gulf of Alaska","Trawl","All Subareas","Other Rockfish","2007",497120,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Other Rockfish","2007",670435,"<1%"
"Gulf of Alaska","All Gear","All Subareas","All Groundfish","2007",177304954,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","All Groundfish","2007",97499515,"<1%"
"Gulf of Alaska","Trawl","All Subareas","All Groundfish","2007",52910157,"<1%"
"Gulf of Alaska","All Gear","Central Gulf","All Groundfish","2007",93037759,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","All Groundfish","2007",40977940,"<1%"
"Gulf of Alaska","Hook and Line","Central Gulf","Other Rockfish","2007",436081,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Other Rockfish","2007",234354,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Other Rockfish","2007",467682,"0%"
"Gulf of Alaska","Hook and Line","Western Gulf","Other Rockfish","2007",244041,"0%"
"Gulf of Alaska","Trawl","Central Gulf","All Groundfish","2007",36706127,"0%"
"Gulf of Alaska","All Gear","Western Gulf","All Groundfish","2007",42339009,"<1%"
"Gulf of Alaska","Hook and Line","Western Gulf","All Groundfish","2007",15892276,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","All Groundfish","2007",14984319,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Other Rockfish","2007",223641,"0%"
"Gulf of Alaska","All Gear","All Subareas","Pacific Cod","2007",55149684,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Pacific Cod","2007",13585712,"0%"
"Gulf of Alaska","Pot","All Subareas","Pacific Cod","2007",26697998,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","2007",14865974,"<1%"
"Gulf of Alaska","All Gear","All Subareas","Arrowtooth Flounder","2007",3143569,"<1%"
"Gulf of Alaska","Hook and Line","All Subareas","Arrowtooth Flounder","2007",91626,"0%"
"Gulf of Alaska","Trawl","All Subareas","Arrowtooth Flounder","2007",3051942,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Arrowtooth Flounder","2007",2576388,"0%"
"Gulf of Alaska","All Gear","Central Gulf","Pacific Cod","2007",33910091,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Pacific Cod","2007",9082979,"0%"
"Gulf of Alaska","Pot","Central Gulf","Pacific Cod","2007",15197739,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Pacific Cod","2007",9629374,"0%"
"Gulf of Alaska","All Gear","Western Gulf","Pacific Cod","2007",20796534,"0%"
"Gulf of Alaska","Hook and Line","Central Gulf","Arrowtooth Flounder","2007",20567,"0%"
"Gulf of Alaska","Trawl","Central Gulf","Arrowtooth Flounder","2007",2555822,"0%"
