Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Flyingfish,,,,,,,,"107,032",
"",,,,,,,,"$42,386",
Garibaldi,,,,,,,,261,
"",,,,,,,,"$6,969",
"Goby, bluebanded",,,,,,,,32,
"",,,,,,,,$37,
"Greenling, kelp","1,608",,61,279,"2,120",3,,110,
"",$475,,$31,$61,$501,$1,,$165,
Grenadiers,"237,197","25,100",,310,39,133,,,
"","$36,010","$4,016",,$50,$10,$21,,,
Grouper,,,,,97,,,18,
"",,,,,$134,,,$18,
"Guitarfish, shovelnose",,,,86,155,"9,183","28,082","11,031","4,171"
"",,,,$65,$154,"$4,962","$11,038","$4,688","$1,762"
Hagfish,,,,"466,573","224,064",,,18,
"",,,,"$204,368","$94,344",,,$432,
Halfmoon,,,,,,,,"2,561","1,760"
"",,,,,,,,"$2,347","$1,348"
"Halibut, California","1,480",124,"9,423","126,873","72,171","287,924","295,616","235,679","77,918"
"","$3,228",$233,"$21,717","$291,259","$175,275","$648,568","$631,334","$530,681","$167,671"
"Halibut, Pacific",,"42,802",,,,,,,
"",,"$73,506",,,,,,,
Herring roe on kelp,,,,"15,877",,,,,
"",,,,"$31,755",,,,,
"Herring, Pacific","162,191",,"1,496,497","17,363,541","28,482",,,2,13
"","$111,929",,"$818,859","$4,652,576","$15,028",,,$1,$6
Jacksmelt,,,,255,"1,622",37,92,"7,351",
"",,,,$94,$510,$9,$55,"$2,945",
Lingcod,"445,505","466,421","184,946","333,858","393,412","93,063","17,966","6,738","16,690"
"","$194,685","$173,817","$40,455","$134,513","$149,650","$44,067","$7,533","$4,286","$10,568"
"Lizardfish, California",,,,,,,,"8,269",
"",,,,,,,,"$2,429",
Louvar,,,,,"6,062","3,290",353,519,692
"",,,,,"$21,700","$6,256",$469,$991,"$1,460"
Table 5b (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Mackerel, jack",,7,,900,"267,784",,"14,370","10,888,787",5
"",,$1,,$329,"$26,444",,"$1,115","$701,278",$0.4
"Mackerel, Pacific",,,,65,"51,695",95,"1,324,548","65,028,063","14,167"
"",,,,$27,"$3,949",$19,"$87,943","$4,615,670","$4,799"
"Mackerel, unspecified",,,"1,807","11,874","78,429",441,"5,557,173","40,040,308","24,298"
"",,,$383,"$3,197","$13,931",$189,"$114,627","$2,114,254","$7,149"
"Mudsucker, longjaw",,,,115,,,,1,
"",,,,$262,,,,$4,
"Mullet, striped",,,,,,,,,"14,089"
"",,,,,,,,,"$10,593"
Opah,,,,265,"8,299","4,816","2,878","22,597","29,010"
"",,,,$133,"$3,967","$1,854","$1,725","$10,695","$16,679"
Opaleye,,,,,,,36,"9,191","2,877"
"",,,,,,,$8,"$6,740","$1,498"
Queenfish,,,,1,11,,,110,
"",,,,$0.4,$4,,,$39,
"Ray, Pacific electric",,,,,25,,,420,
"",,,,,$4,,,"$5,940",
"Ray, unspecified",,,,,,,,"1,273",
"",,,,,,,,"$15,213",
Sablefish,"2,942,033","1,468,793","358,928","1,933,042","913,540","715,983","14,003","6,663","7,455"
"","$1,129,291","$657,490","$120,842","$945,331","$291,358","$211,655","$6,233","$3,084","$4,414"
Salmon,66,889,"3,334","26,097","26,706","29,521","7,056",10,750
"",$75,"$1,407","$8,798","$70,227","$45,032","$90,969","$22,449",$33,"$2,813"
"Salmon, Chinook","1,238,986","3,709,731","3,744,144","3,403,801","1,796,529","438,211","5,144",368,"3,354"
"","$3,495,877","$10,402,331","$10,772,469","$9,597,759","$5,219,110","$1,398,255","$16,426","$1,103","$11,840"
"Salmon, coho","130,045","140,841","28,859","17,935","2,090",281,,,
"","$279,814","$316,534","$67,422","$37,648","$4,732",$772,,,
"Salmon, pink",,,,,,,269,,
"",,,,,,,$135,,
Sanddab,"349,930","39,195","11,910","591,184","137,510","10,600","1,815","2,125","19,862"
"","$109,210","$12,416","$3,474","$203,924","$48,099","$3,464",$748,"$2,656","$19,714"
"Sardine, Pacific",,,,6,"6,524",2,"29,345","2,583,985",137
"",,,,$.40,$765,$1,"$2,957","$61,005",$55
Sargo,,,,,,,,"1,037",
"",,,,,,,,$852,
Table 5b (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Scorpionfish, California",,,,111,,,"1,234","16,356","12,128"
"",,,,$67,,,"$1,131","$13,477","$13,526"
"Sculpin, staghorn",,,,4,,13,413,"2,840","1,650"
"",,,,$31,,$3,$560,"$5,252","$1,983"
"Seabass, white",,27,,3,799,774,"66,432","22,643","16,921"
"",,$27,,$6,"$1,645","$1,638","$130,829","$48,124","$33,906"
"Shad, American",,,,"26,130","1,512",26,139,296,
"",,,,"$45,289",$342,$6,$67,$213,
"Shad, threadfin",,,,"4,308",,,,,
"",,,,"$7,641",,,,,
"Shark, bigeye thresher",,,,,"3,543","2,429",,"1,829","4,232"
"",,,,,"$3,548","$1,348",,"$1,775","$2,963"
"Shark, blue",,15,222,16,15,,"2,867","1,421","2,591"
"",,$15,$187,$12,$4,,$741,$365,$770
"Shark, brown smoothhound",,,,2,"3,974","1,905","4,375","1,058","4,201"
"",,,,$3,"$3,974","$1,207","$1,376",$923,"$2,804"
"Shark, gray smoothhound",,,,,,,,10,10
"",,,,,,,,$15,$7
"Shark, horn",,,,,,,,136,
"",,,,,,,,"$3,343",
"Shark, leopard","2,814",,,"5,213","4,488","3,000","8,379","8,225","9,585"
"","$2,587",,,"$2,630","$3,575","$1,889","$5,375","$8,775","$10,065"
"Shark, Pacific angel",,,261,,"1,582","46,651","409,792","19,721","13,278"
"",,,$170,,$757,"$24,033","$266,687","$8,684","$6,842"
"Shark, pelagic thresher",,,,,,,,,773
"",,,,,,,,,$822
"Shark, salmon",,,,265,,,,,
"",,,,$201,,,,,
"Shark, sevengill",,,,5,,,16,,
"",,,,$10,,,$10,,
"Shark, shortfin mako",,,,601,"8,456","9,211","152,076","203,098","115,742"
"",,,,$653,"$9,585","$11,600","$210,433","$272,753","$145,319"
"Shark, sixgill",,,,20,,,,,
"",,,,$40,,,,,
"Shark, smooth hammerhead",,,,,129,,8,400,
"",,,,,$194,,$4,$368,
"Shark, soupfin","1,692",820,557,"5,584","7,681","10,569","25,925","41,659","46,021"
"","$2,307","$1,035",$668,"$6,330","$6,645","$7,532","$16,835","$38,499","$49,026"
Table 5b (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Shark, spiny dogfish",,,,223,,397,"1,565",210,"1,379"
"",,,,$22,,$1,$154,$27,$426
"Shark, swell",,,,,,,,2,
"",,,,,,,,$10,
"Shark, thresher",76,,27,"5,227","46,533","59,010","85,580","168,567","171,213"
"",$95,,$41,"$8,661","$71,155","$80,476","$123,095","$258,151","$276,186"
"Shark, unspecified","1,494",177,"7,067","12,320","11,295","1,916","3,364","6,378",217
"","$1,419",$109,"$4,041","$6,205","$6,070","$1,766","$3,108","$4,433",$180
"Shark, white",,,,"1,750",,,40,406,
"",,,,$626,,,$44,$344,
"Sharks, cow",129,,,,20,,,,7
"",$161,,,,$14,,,,$8
"Sheephead, California",,,,,,39,"10,801","16,515","1,959"
"",,,,,,$24,"$4,994","$23,753","$1,050"
Silversides,,,,,,44,101,"1,801",28
"",,,,,,$12,$48,$630,$14
"Skate, unspecified","37,559",172,482,"30,395","27,838","17,861","5,766","7,369",411
"","$11,224",$55,$105,"$9,623","$7,453","$4,269","$2,140","$2,924",$124
"Smelt, night",29,"11,407",,41,,,,,
"",$9,"$3,659",,$31,,,,,
"Smelt, surf","9,145",62,50,"1,801",,,,,
"","$1,370",$21,$25,$940,,,,,
"Smelt, whitebait","385,346","42,925","14,513","5,529",705,52,,,
"","$115,319","$14,094","$4,622","$2,880",$353,$45,,,
"Smelts, true","392,019",,50,"1,666","1,614",132,,182,
"","$59,107",,$20,$939,$380,$39,,$61,
"Sole, butter","2,058",,,"7,849",,15,,,40
"",$496,,,"$1,579",,$13,,,$40
"Sole, Dover","8,663,386","2,132,635","1,321,986","1,395,842","891,630","3,648,498","17,157",6,
"","$2,609,944","$651,431","$374,625","$430,444","$229,387","$984,428","$4,857",$2,
"Sole, English","799,208","378,260","106,889","445,633","436,413","127,411","57,454",82,
"","$325,499","$153,325","$38,065","$182,259","$164,436","$52,372","$24,727",$41,
"Sole, fantail",544,"46,228",,"20,811",,,6,,
"",$211,"$15,673",,"$8,530",,,$5,,
"Sole, petrale","599,752","223,029","59,998","458,286","244,180","150,583","17,005",76,28
"","$439,273","$174,932","$40,781","$331,787","$198,542","$145,832","$15,765",$69,$17
"Sole, rex","658,697","297,007","75,891","157,956","154,155","505,691","4,927",,
"","$251,351","$114,493","$23,408","$59,931","$54,016","$190,824","$1,961",,
Table 5b (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Sole, rock",430,"2,878",736,"7,668",,84,,264,4
"",$189,"$1,222",$318,"$3,264",,$80,,$330,$2
"Sole, sand","99,093","2,298","1,627","137,384","4,058","3,355",123,,32
"","$74,154","$1,682",$274,"$102,976","$2,559","$3,148",$55,,$17
"Sole, unspecified",,580,,"5,373","7,055","1,671","25,530","13,153","3,125"
"",,$493,,"$2,215","$2,218",$985,"$11,003","$10,812","$2,518"
"Stickleback, threespine",,,1,176,,,,,
"",,,$10,"$5,332",,,,,
Stingray,,,,,,,,36,
"",,,,,,,,"$1,824",
"Sunfish, ocean",,,,,,,,,334
"",,,,,,,,,$333
"Surfperch, barred",,,,,,"23,143",15,45,
"",,,,,,"$28,684",$12,$11,
"Surfperch, black",,,,,,149,,248,
"",,,,,,$102,,$25,
"Surfperch, rainbow",10,,,,,374,,92,
"",$3,,,,,$336,,$46,
"Surfperch, redtail","19,104",268,,41,12,"1,798",,,
"","$16,180",$228,,$41,$10,$454,,,
"Surfperch, rubberlip",,,,,,31,,,
"",,,,,,$22,,,
"Surfperch, shiner","1,690",,,4,7,931,,18,
"","$1,033",,,$2,$3,$591,,$9,
"Surfperch, unspecified","6,341",318,90,"11,899",134,"20,778",143,"8,979","10,381"
"","$3,861",$111,$43,"$13,092",$139,"$24,327",$62,"$6,583","$6,234"
"Surfperch, walleye",,,,,,10,,,
"",,,,,,$5,,,
"Surfperch, white",,,,,,,,19,
"",,,,,,,,$12,
Swordfish,,,"1,941","39,148","423,201","430,617","146,534","666,600","776,354"
"",,,"$10,423","$159,187","$1,495,803","$1,264,267","$576,728","$2,792,050","$3,209,986"
Thornyheads (unspecified),"7,810,045","747,433","104,395","215,685","100,143","974,537","4,538",,
"","$2,747,875","$260,643","$30,437","$75,418","$26,710","$290,921","$1,285",,
Topsmelt,,,,119,,,,,
"",,,,$105,,,,,
Trawled fish for animal food,"84,348",,,844,,"4,708",,,
"","$69,165",,,$692,,"$3,861",,,
Table 5b (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Triggerfish,,,,,,,5,,
"",,,,,,,$5,,
"Tuna, albacore","383,104","32,205","88,517","274,301","644,093","187,636","15,668","1,015,899","28,096"
"","$338,421","$26,679","$76,027","$234,374","$551,989","$162,575","$57,532","$302,962","$24,050"
"Tuna, bigeye",,,,,"5,231","3,148",,771,"5,020"
"",,,,,"$9,037","$1,123",,"$1,309","$8,866"
"Tuna, bluefin",,,,,777,592,81,"1,751,789","18,465"
"",,,,,"$1,496",$617,$81,"$2,701,290","$29,083"
"Tuna, skipjack",,,,,,596,"4,052","19,090,599","444,215"
"",,,,,,$216,$10,"$784,964","$3,451"
"Tuna, unspecified",,,,142,"3,657",402,,"16,741","3,263"
"",,,,$142,"$5,287",$616,,"$38,802","$4,742"
"Tuna, yellowfin",,,,91,307,"3,571","2,791,797","39,682,661","554,757"
"",,,,$159,$685,"$2,866","$1,984,688","$974,484","$46,820"
Turbot,"14,496",165,753,"3,453",11,"4,926",,4,2
"","$4,723",$54,$249,"$1,165",$9,"$1,835",,$2,$2
Wahoo,,,,,,,,,"2,714"
"",,,,,,,,,"$4,642"
"Whitefish, ocean",,,,,2,19,"2,113",568,394
"",,,,,$1,$9,"$1,485",$501,$177
"Whiting, Pacific","14,389,522",,"9,000","1,470","1,110",,,756,25
"","$976,367",,$540,$317,$407,,,$694,$13
"Wrasse, rock",,,,,,,,1,
"",,,,,,,,$90,
Yellowtail,,,,,120,67,"18,001","14,970","51,960"
"",,,,,$270,$151,"$11,686","$14,847","$47,945"
Zebraperch,,,,,,,,232,
"",,,,,,,,$197,
"",,,,,,,,,
Rockfish:,,,,,,,,,
"Rockfish, bank",,,130,"106,537","6,597",297,,,
"",,,$39,"$25,019","$2,197",$134,,,
"Rockfish, black","37,121","19,022",288,363,368,,79,"4,144",
"","$13,281","$10,051",$68,$134,$77,,$42,"$3,315",
"Rockfish, black-and-yellow",44,,,,,,,,
"",$18,,,,,,,,
Table 5b (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, blackgill",52,,,50,,"296,922","259,823","55,042","37,128"
"",$34,,,$88,,"$120,054","$147,412","$27,165","$22,314"
"Rockfish, blue",,223,7,"1,188","14,661","1,301","1,797","2,039",174
"",,$89,$4,$594,"$5,312",$463,$233,$204,$347
"Rockfish, bocaccio",,,,27,,,,,
"",,,,$13,,,,,
"Rockfish, brown","2,459","14,539",,"2,000","6,423",,"2,930",,4
"",$689,"$4,798",,$660,"$2,167",,$791,,$2
"Rockfish, canary","5,466",,,11,,4,,,
"","$3,533",,,$8,,$3,,,
"Rockfish, chilipepper",,,120,703,"2,024","14,381",444,9,323
"",,,$36,$413,$620,"$4,613",$235,$4,$162
"Rockfish, China",740,210,594,"4,929","11,401",,,,
"",$260,$193,$288,"$4,681","$7,497",,,,
"Rockfish, copper","1,124","1,297","1,141",373,,,,,
"",$731,$843,$778,$285,,,,,
"Rockfish, copper (whitebelly)",,,,,,710,,,
"",,,,,,$650,,,
"Rockfish, cowcod",197,,,"1,027","2,206","10,932","11,553","1,937","13,775"
"",$60,,,$390,$934,"$9,633","$13,282","$2,379","$17,174"
"Rockfish, gopher",,,,,,13,,,
"",,,,,,$13,,,
"Rockfish, greenspotted",541,,,,,,,,
"",$352,,,,,,,,
"Rockfish, group bocaccio/chilipepper","2,323","48,170","316,935","490,644","1,697,914","670,985","583,614","132,439","80,926"
"",$925,"$18,736","$103,897","$190,452","$591,187","$278,314","$217,549","$72,137","$51,678"
"Rockfish, group bolina",,,"32,098","92,807","10,399","8,813",399,,31
"",,,"$21,117","$102,313","$8,911","$5,456",$590,,$20
"Rockfish, group gopher",,115,"11,555","2,742","105,316","36,289",,,
"",,$75,"$5,574","$2,253","$154,339","$35,823",,,
"Rockfish, group red","278,230","837,915","78,725","129,496","168,327","202,341","243,346","62,599","44,490"
"","$135,094","$322,147","$48,433","$76,903","$101,126","$194,406","$359,541","$85,623","$42,770"
"Rockfish, group rosefish","63,606","98,363","31,412","221,380","266,175","224,769","4,707",272,"1,205"
"","$17,719","$27,501","$7,859","$59,699","$62,889","$56,721","$1,359","$1,904",$653
"Rockfish, group small","615,432","35,636","44,126","22,733","227,892","70,364",531,,
"","$162,454","$7,847","$12,169","$6,420","$46,526","$20,021",$212,,
"Rockfish, kelp",,,,,40,,,,
"",,,,,$215,,,,
Table 5b (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, olive",,,,,1,5,265,19,
"",,,,,$1,$1,$190,$9,
"Rockfish, Pacific ocean perch",,,,,,,15,,
"",,,,,,,$9,,
"Rockfish, pink",,,,,,,192,,
"",,,,,,,$114,,
"Rockfish, rosy",,,,,118,,,,
"",,,,,$30,,,,
"Rockfish, treefish",,,,,,,,1,
"",,,,,,,,$35,
"Rockfish, unspecified","2,867,101","1,910,567","1,782,411","1,606,739","1,655,831","2,220,610","610,917","110,894","325,157"
"","$887,450","$579,734","$545,450","$581,992","$631,077","$867,754","$293,903","$91,068","$235,267"
"Rockfish, vermilion",,,,16,6,45,,,
"",,,,$12,$4,$37,,,
"Rockfish, widow","2,574,189","248,066","472,087","275,876","134,142","52,044","2,775",,
"","$725,624","$78,125","$144,521","$88,663","$47,050","$24,454",$749,,
"Rockfish, yelloweye","24,940","9,793",35,902,,,,,
"","$16,212","$6,263",$23,$724,,,,,
"Rockfish, yellowtail",457,"2,459","11,492","197,398","4,192",7,,12,
"",$185,$793,"$3,333","$88,127","$2,202",$3,,$11,
"",,,,,,,,,
Crustaceans:,,,,,,,,,
Barnacle,2,,,,,,,,
"",$4,,,,,,,,
"Crab, box",,,11,,,,56,,
"",,,$6,,,,$27,,
"Crab, claws","1,798",,,"4,575","4,964","19,198","48,978","13,199","3,759"
"",$683,,,"$1,599","$2,740","$6,793","$12,721","$3,191","$1,706"
"Crab, Dungeness","7,998,710","662,345","1,011,067","1,553,396","67,646","3,660",644,172,55
"","$10,040,196","$874,042","$1,403,631","$2,416,240","$116,890","$4,577","$1,026",$207,$30
"Crab, king",,,,,,,503,29,155
"",,,,,,,$331,$29,$77
"Crab, rock unspecified","19,028","2,946","5,294","22,523","12,188","196,864","225,034","623,838","131,558"
"","$22,443","$4,291","$4,847","$34,632","$12,322","$190,248","$220,092","$585,654","$128,236"
"Crab, sand",5,,,,,,,,
"",$6,,,,,,,,
Table 5b (continued) Crustaceans:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Crab, spider",220,,,,,203,"55,532","44,443","7,170"
"",$220,,,,,$173,"$32,751","$21,526","$3,909"
"Crab, tanner",55,,45,,,,,,
"",$28,,$23,,,,,,
"Crustacean, unspecified",,,,,,,,26,
"",,,,,,,,"$1,297",
"Lobster, California spiny",,,,,,"1,105","131,416","255,959","222,083"
"",,,,,,"$5,667","$671,495","$1,366,336","$1,108,008"
"Prawn, ridgeback",,,,,,"1,130","135,230","1,893","4,426"
"",,,,,,"$1,413","$170,943","$4,763","$22,150"
"Prawn, spot",,,,250,"9,497","15,077","57,924","72,995","10,878"
"",,,,$589,"$57,283","$107,938","$239,924","$323,392","$76,867"
"Shrimp, bay",,,"11,551","121,399",,,,,
"",,,"$37,916","$246,978",,,,,
"Shrimp, brine",,,,"123,253",,,,,
"",,,,"$3,464",,,,,
"Shrimp, coonstriped",,,,,,,,911,
"",,,,,,,,"$4,557",
"Shrimp, ghost","9,029",,,,5,53,,,
"","$2,257",,,,$42,$358,,,
"Shrimp, Pacific Ocean","10,473,320","379,014",,,,"380,496","3,468",,
"","$4,289,819","$151,942",,,,"$37,435","$1,825",,
"Shrimp, red rock",,,,,,,,43,5
"",,,,,,,,"$1,943",$40
"Shrimp, unspecified",,,,30,"1,793",72,546,350,
"",,,,$113,"$10,817",$540,$677,$613,
"",,,,,,,,,
Echinoderms:,,,,,,,,,
"Sea cucumber, unspecified",,,,,,,"156,825","1,985",296
"",,,,,,,"$30,948","$1,191",$179
Sea stars,,,,,4,,"12,485",175,
"",,,,,$1,,"$2,485",$598,
"Urchin, red","109,925","25,235,208","4,918,672","261,146",37,905,"11,163,391","9,044,656","1,254,050"
"","$16,370","$6,458,719","$1,496,765","$62,950",$14,$338,"$5,189,991","$3,794,753","$96,702"
"Urchin, white",,,,,,,,"2,101",
"",,,,,,,,"$21,010",
Table 5b (continued) Mollusks:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Abalone,,,,,,,19,56,
"",,,,,,,$56,$169,
"Abalone, black",,483,,372,791,,"127,975","71,224",815
"",,$217,,$74,$554,,"$355,626","$200,867","$1,848"
"Abalone, green",,,,,,,713,"22,133",675
"",,,,,,,"$3,661","$117,237","$3,519"
"Abalone, pink",,,,50,,,"5,319","12,700",956
"",,,,$264,,,"$23,042","$63,239","$4,750"
"Abalone, red",,,,"117,866",285,,"192,516","7,069","6,698"
"",,,,"$447,879","$1,064",,"$724,139","$23,707","$26,472"
"Abalone, white",,,,,,,,,2
"",,,,,,,,,$15
"Clam, California jackknife",,,,,,,,"5,034",
"",,,,,,,,"$10,596",
"Clam, gaper",720,846,,,,,,,
"",$499,$685,,,,,,,
"Clam, unspecified",22,,,"15,254",,40,,,
"",$6,,,"$4,255",,$100,,,
"Limpet, unspecified",,,,,417,"1,451",25,16,
"",,,,,$417,"$1,451",$13,$176,
"Mollusk, unspecified",,,,,,,,9,
"",,,,,,,,$238,
Mussel,,25,,193,3,47,,"8,935",
"",,$6,,$112,$2,$24,,"$5,361",
"Octopus, unspecified","17,441","3,003","1,352","2,208",522,508,"1,047",515,970
"","$15,038","$2,697","$1,240","$2,016",$551,$403,$847,"$5,554",$798
"Oyster, giant Pacific",,,,,,108,,,
"",,,,,,$45,,,
Sea hare,,,,,,,,647,
"",,,,,,,,"$16,175",
Sea slug,,,,1,13,,,"1,072",
"",,,,$31,$315,,,"$26,755",
"Snail, bubble",,,,,,,,134,
"",,,,,,,,"$5,340",
"Snail, sea",,,,28,,"4,000","5,002","19,063","1,077"
"",,,,$11,,"$2,800","$1,703","$7,221",$412
"Squid, market",,"65,674",25,"659,524","10,795,340",145,"37,252,613","33,267,982","41,049"
"",,"$1,254",$6,"$67,944","$1,153,864",$67,"$1,246,924","$3,100,739","$7,120"
Table 5b (continued) Mollusks:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Whelk, Kellet's",,,,,,,142,,
"",,,,,,,$114,,
"",,,,,,,,,
Plants:,,,,,,,,,
Kelp,,,,,,,,,780
"",,,,,,,,,$172
"",,,,,,,,,
Miscellaneous invertebrates:,,,,,,,,,
"Invertebrates, colonial",,,,,32,145,,"18,311",
"",,,,,$27,$123,,"$15,576",
Tunicates,,,,8,32,,,,
"",,,,$14,$56,,,,
"Worms, marine","1,603",,,0.3,13,,,15,
"",$665,,,$0.1,$7,,,$8,
"",,,,,,,,,
Total pounds,"65,117,232","39,389,740","16,381,520","35,130,066","24,322,175","12,329,761","63,106,008","234,895,340","4,749,543"
Total ex-vessel value (dollars),"$29,805,526","$21,613,110","$16,303,574","$22,686,963","$12,265,462","$7,710,663","$14,481,840","$28,011,060","$6,074,089"
Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Anchovy, northern",,,,"1,665,190","2,047,421",500,"371,145","1,109,369","206,201"
"",,,,"$162,522","$93,883",$41,"$24,850","$58,859","$48,906"
"Barracuda, California",,,,,8,27,"2,717","126,916","3,656"
"",,,,,$8,$19,"$2,171","$89,885","$2,633"
"Bass, barred sand",,,,,3,,,12,
"",,,,,$2,,,$12,
"Bass, giant sea",,,,,254,284,"2,698","3,117","2,405"
"",,,,,$491,$583,"$4,151","$3,922","$4,044"
"Bass, kelp",,,,,55,6,,,
"",,,,,$40,$4,,,
"Bass, rock",,,,,,20,,,
"",,,,,,$12,,,
Blacksmith,,,,,,,,275,
"",,,,,,,,$69,
"Bonito, Pacific",,,,,197,246,"71,599","2,322,521","12,188"
"",,,,,$79,$129,"$12,081","$350,924","$5,898"
Butterfish (Pacific pompano),,,,"4,301","7,377","2,111","4,540","2,628",169
"",,,,"$5,446","$10,924",$531,"$2,665","$2,140",$113
Cabezon,"12,179",182,3,"8,183","1,845","1,595",888,66,53
"","$3,196",$71,$2,"$3,245",$889,$461,$678,$151,$40
"Cod, Pacific",50,6,,172,,,,,
"",$13,$2,,$69,,,,,
"Croaker, black",,,,,,,,,50
"",,,,,,,,,$25
"Croaker, unspecified",,,,45,,,,,
"",,,,$20,,,,,
"Croaker, white","23,699",,"1,235","353,238","258,543",975,"135,720","256,361","12,521"
"","$8,579",,$432,"$127,090","$73,981",$307,"$64,604","$139,604","$8,428"
Dolphin (fish),,,,,,,,,828
"",,,,,,,,,$59
Eel,37,,,800,,5,900,,
"",$17,,,$400,,$1,$405,,
"Eel, wolf (wolf-eel)","12,304",79,,55,135,39,,,
"","$3,089",$56,,$30,$126,$15,,,
Table 5c (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Fish, unspecified",457,11,273,"1,401","12,934",247,"6,989","21,038","2,703"
"",$143,$5,$167,$413,$660,$200,"$2,648","$3,373","$1,954"
"Flounder, arrowtooth","60,204",135,,"2,126",,,,,
"","$8,123",$17,,$535,,,,,
"Flounder, starry","51,665",225,"3,523","59,406","9,738","11,364",14,,
"","$21,500",$101,"$1,585","$26,709","$5,893","$5,378",$5,,
"Flounder, unspecified",63,,525,"10,913","29,959","27,616",152,18,
"",$25,,$181,"$6,403","$18,638","$13,709",$65,$36,
Flyingfish,,,,,,,,"107,369",
"",,,,,,,,"$41,373",
"Greenling, kelp",,,,"1,164","3,091",42,,"1,486",
"",,,,$658,$829,$16,,"$1,486",
Grenadiers,"98,933","1,074",,,62,553,,,
"","$11,295",$107,,,$16,$138,,,
