"source","table","season","year","region_type","region","length_class_system","length_class_group","length_class","length_class_floor","nvessels"
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,33
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,136
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,65
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,3
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","100+",100,0
"FB 105","Table 13","1956-57",1956,"port complex","Santa Barbara","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,0
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,813
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1983
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1124
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,150
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,116
"FB 108","Table 5","1957-58",1957,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,69
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,731
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1729
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1060
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,147
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,113
"FB 108","Table 5","1958-59",1958,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,59
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,631
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1698
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1054
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,139
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,103
"FB 111","Table 5","1959-60",1959,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,47
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,694
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1620
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1052
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,135
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,100
"FB 117","Table 5","1960-61",1960,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,48
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,830
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1725
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1048
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,123
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,102
"FB 121","Table 5","1961-62",1961,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,44
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,845
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1729
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1032
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,108
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,103
"FB 125","Table 5","1962-63",1962,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,37
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,852
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1698
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1050
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,109
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,96
"FB 132","Table 5","1963-64",1963,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,37
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1021
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1679
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1108
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,121
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,98
"FB 132","Table 5","1964-65",1964,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,35
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1267
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1718
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1090
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,120
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,100
"FB 135","Table 5","1965-66",1965,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,34
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1357
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1681
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1077
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,125
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,99
"FB 138","Table 5","1966-67",1966,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,29
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1550
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1773
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1081
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,118
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,99
"FB 144","Table 5","1967-68",1967,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,25
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1677
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1829
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1080
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,137
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,106
"FB 149","Table 5","1968-69",1968,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,25
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","0-24","0-24",0,1703
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","25-39","25-39",25,1828
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","40-64","40-64",40,1050
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","65-84","65-84",65,140
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","100+",100,107
"FB 153","Table 5","1969-70",1969,"state","Statewide","1948-1969: 15-ft bins (100+ max)","85+","85-99",85,20
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,5
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,125
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,712
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,430
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,577
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,515
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,713
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,384
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,300
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,126
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,104
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,109
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,29
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,31
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,25
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,22
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,7
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,6
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,8
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,16
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,6
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,12
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,11
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,11
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,11
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,4
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,3
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,3
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,1
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,0
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,6
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,8
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,8
"FB 159","Table 5","1970-71",1970,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,8
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,5
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,128
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,807
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,553
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,645
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,600
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,787
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,446
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,349
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,147
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,124
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,120
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,34
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,37
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,28
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,21
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,8
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,7
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,5
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,11
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,6
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,9
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,8
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,11
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,17
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,4
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,4
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,5
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,4
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,0
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,9
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,8
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,7
"FB 159","Table 5","1971-72",1971,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,7
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,3
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,128
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,954
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,679
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,707
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,628
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,820
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,429
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,311
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,136
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,113
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,110
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,35
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,32
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,29
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,19
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,8
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,6
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,4
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,8
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,5
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,7
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,6
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,9
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,16
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,3
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,3
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,4
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,4
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,0
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,19
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,10
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,8
"FB 161","Table 5","1972-73",1972,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,7
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,4
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,163
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,1119
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,870
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,842
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,684
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,860
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,435
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,306
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","51-55",51,141
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","56-60",56,136
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","61-65",61,107
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","66-70",66,31
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","71-75",71,37
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","76-80",76,29
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","65-84","81-85",81,22
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","101-105",101,5
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","106-110",106,5
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","111-115",111,5
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","116-120",116,8
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","121-125",121,4
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","126-130",126,3
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","131-135",131,7
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","136-140",136,10
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","141-145",141,1
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","146-150",146,0
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","151-155",151,17
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","156-160",156,4
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","161-165",161,3
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","166-170",166,4
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","171-175",171,6
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","176-180",176,2
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","181+",181,35
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","86-90",86,10
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","91-95",91,9
"FB 163","Table 5","1973-74",1973,"state","Statewide","1970-1976: 5-ft bins (181+ max)","85+","96-100",96,8
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","0-10",0,4
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","11-15",11,186
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","16-20",16,1383
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","0-24","21-25",21,1240
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","26-30",26,955
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","31-35",31,752
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","25-39","36-40",36,936
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","41-45",41,450
"FB 166","Table 5","1974-75",1974,"state","Statewide","1970-1976: 5-ft bins (181+ max)","40-64","46-50",46,320
